task,target_openout,resource_budget,method,n_seeds,semantic_goodput_mean,semantic_goodput_std,semantic_goodput_ci95,accepted_open_outage_mean,accepted_open_outage_std,accepted_open_outage_ci95,coverage_mean,coverage_std,coverage_ci95,accepted_known_accuracy_mean,accepted_known_accuracy_std,accepted_known_accuracy_ci95,accepted_mean,accepted_std,accepted_ci95,resource_per_sample_mean,resource_per_sample_std,resource_per_sample_ci95,goodput_per_resource_mean,goodput_per_resource_std,goodput_per_resource_ci95,latency_per_sample_mean,latency_per_sample_std,latency_per_sample_ci95,goodput_per_latency_mean,goodput_per_latency_std,goodput_per_latency_ci95,retransmission_rate_mean,retransmission_rate_std,retransmission_rate_ci95,refine_rate_mean,refine_rate_std,refine_rate_ci95,reject_rate_mean,reject_rate_std,reject_rate_ci95,accuracy_mean,accuracy_std,accuracy_ci95,auroc_mean,auroc_std,auroc_ci95,fpr95_mean,fpr95_std,fpr95_ci95
deepsense-sector,0.05,0.6,dino_detector,5,0.08702290076335878,0.17776592071770922,0.1558186996605933,0.0,0.0,0.0,0.08702290076335878,0.17776592071770922,0.1558186996605933,0.6,0.5477225575051661,0.4800999895855029,11.4,23.28733561401991,20.412249655537725,0.1783206106870229,0.1599893286459383,0.14023682969453397,0.22660250309317598,0.3688799686967508,0.3233375487332203,0.269618320610687,0.14221273657416736,0.12465495972847464,0.1829053788237462,0.3324174665373363,0.29137675641761224,0.0,0.0,0.0,0.0,0.0,0.0,0.9129770992366412,0.17776592071770922,0.1558186996605933,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
deepsense-sector,0.05,0.6,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.20732824427480917,0.00668974116036844,0.005863816666693163,0.0432012432012432,0.038034432747639374,0.033338650226871366,0.0,0.0,0.0,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
deepsense-sector,0.05,0.6,fixed_refine_all,5,0.004580152671755725,0.006827688480915388,0.005984732824427481,0.0,0.0,0.0,0.004580152671755725,0.006827688480915388,0.005984732824427481,0.4,0.5477225575051661,0.4800999895855029,0.6,0.8944271909999159,0.7839999999999999,0.10687022900763359,0.010241532721373086,0.008977099236641225,0.03854335063388071,0.05633574734246786,0.04938045976343641,0.20366412213740462,0.00546215078473231,0.004787786259541984,0.0217958966160405,0.0322960992562221,0.02830877915123726,0.0,0.0,0.0,0.0,0.0,0.0,0.9954198473282443,0.0068276884809154,0.00598473282442749,0.9114503816793892,0.017573838829345528,0.015404148913232435,0.8301420172806164,0.07897714275596121,0.06922651786944546,0.5744010377765967,0.2755593319124626,0.24153840401235188
deepsense-sector,0.05,0.6,witt_context_style,5,0.004580152671755725,0.006827688480915388,0.005984732824427481,0.0,0.0,0.0,0.004580152671755725,0.006827688480915388,0.005984732824427481,0.4,0.5477225575051661,0.4800999895855029,0.6,0.8944271909999159,0.7839999999999999,0.10595419847328244,0.008875995025189997,0.007780152671755718,0.039366595895258316,0.05766655304388938,0.05054696239261975,0.20366412213740462,0.00546215078473231,0.004787786259541984,0.0217958966160405,0.0322960992562221,0.02830877915123726,0.0,0.0,0.0,0.0,0.0,0.0,0.9954198473282443,0.0068276884809154,0.00598473282442749,0.9114503816793892,0.017573838829345528,0.015404148913232435,0.8301420172806164,0.07897714275596121,0.06922651786944546,0.5744010377765967,0.2755593319124626,0.24153840401235188
deepsense-sector,0.05,0.6,deepjscc_pca,5,0.0030534351145038168,0.004181088225230276,0.0036648854166832284,0.0,0.0,0.0,0.0030534351145038168,0.004181088225230276,0.0036648854166832284,0.4,0.5477225575051661,0.4800999895855029,0.4,0.5477225575051661,0.4800999895855029,0.10183206106870228,0.0025086529351381576,0.0021989312500099297,0.029197080291970805,0.03997974872300483,0.03504379486025569,0.20244274809160306,0.00334487058018422,0.0029319083333465817,0.014814814814814814,0.020286020648339485,0.017781481095759364,0.0,0.0,0.0,0.0,0.0,0.0,0.9969465648854963,0.004181088225230283,0.0036648854166832345,0.8870229007633588,0.016549223960823492,0.014506034382497698,0.6469636872711229,0.07197558924596201,0.06308938562763296,0.8102478343195438,0.20448740475385171,0.17924111312827343
deepsense-sector,0.05,0.6,ensemble_detector,5,0.0030534351145038168,0.006827688480915388,0.005984732824427481,0.0,0.0,0.0,0.0030534351145038168,0.006827688480915388,0.005984732824427481,0.2,0.4472135954999579,0.39199999999999996,0.4,0.8944271909999159,0.7839999999999999,0.10335877862595419,0.007510457329006926,0.006583206106870227,0.026143790849673203,0.05845929352940627,0.05124183006535948,0.20244274809160306,0.00546215078473231,0.004787786259541984,0.014388489208633093,0.03217363996402575,0.028201438848920863,0.0,0.0,0.0,0.0,0.0,0.0,0.9969465648854963,0.0068276884809154,0.00598473282442749,0.9083969465648856,0.017902350228333672,0.015692101850484686,0.8367376580229244,0.07906540041293564,0.0693038791166931,0.5601055649331512,0.2931630566381154,0.2569687490687032
deepsense-sector,0.05,0.6,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.20122137404580154,0.002731075392366155,0.002393893129770992,0.007407407407407407,0.01656346649999844,0.014518518518518516,0.0,0.0,0.0,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
deepsense-sector,0.05,0.8,opensemcom_progressive,5,0.4534351145038168,0.2666079029322828,0.23369213056373792,0.014533780825915657,0.01998767623853042,0.01751997069039164,0.4625954198473282,0.27356588993620673,0.23979107507925287,0.7854662191740844,0.43946856177485377,0.38521117861623433,60.6,35.837131581643085,31.412630835382128,0.5364885496183207,0.2633717222176021,0.23085549309806191,0.7039466799234514,0.39559551677132376,0.3467547591011765,0.5993893129770992,0.24672813823580775,0.2162667485104346,0.650182954494378,0.36784935782001477,0.32243417846955713,0.024427480916030534,0.05462150784732311,0.047877862595419846,0.024427480916030534,0.05462150784732311,0.047877862595419846,0.5374045801526718,0.27356588993620673,0.23979107507925287,0.9083969465648855,0.015267175572519068,0.013382269422594146,0.8231076127704894,0.07855244787636899,0.06885425639422346,0.5386655702125125,0.33213960153052113,0.2911331970004399
deepsense-sector,0.05,0.8,ensemble_detector,5,0.2870229007633588,0.2665532556070255,0.2336442300711849,0.011811811811811812,0.01795046283561819,0.015734274410186155,0.2931297709923664,0.27297949005903516,0.2392770729242104,0.5881881881881882,0.5371316480195532,0.4708166481125788,38.4,35.7603131977336,31.345296553071563,0.4224427480916031,0.30027743906493864,0.26320478021663146,0.44976485998992716,0.410769676427455,0.36005549647825386,0.4345038167938931,0.2183835920472281,0.1914216583393683,0.48438877576818273,0.44299358736207,0.38830099977572746,0.0,0.0,0.0,0.0,0.0,0.0,0.7068702290076336,0.27297949005903516,0.2392770729242104,0.9083969465648856,0.017902350228333672,0.015692101850484686,0.8367376580229244,0.07906540041293564,0.0693038791166931,0.5601055649331512,0.2931630566381154,0.2569687490687032
deepsense-sector,0.05,0.8,witt_context_style,5,0.2824427480916031,0.2628881734003445,0.23043164387193754,0.015515515515515516,0.021281573198667966,0.018654121381420807,0.2900763358778626,0.2703195604523019,0.23694554182513058,0.5844844844844845,0.5337952695952772,0.46789218348208367,38.0,35.41186241925155,31.039865979092113,0.4770992366412214,0.3514154285879924,0.3080292043726698,0.3871048443299807,0.3536348756563867,0.30997463550348753,0.4320610687022901,0.2162556483618415,0.18955643346010448,0.4797206448865145,0.43902874776069734,0.38482566463525486,0.0,0.0,0.0,0.0,0.0,0.0,0.7099236641221374,0.2703195604523019,0.23694554182513058,0.9114503816793892,0.017573838829345528,0.015404148913232435,0.8301420172806164,0.07897714275596121,0.06922651786944546,0.5744010377765967,0.2755593319124626,0.24153840401235188
deepsense-sector,0.05,0.8,dino_detector,5,0.23053435114503817,0.3214909761711121,0.2817992653335777,0.0101010101010101,0.0225865452272706,0.019797979797979797,0.2381679389312977,0.3360686481050366,0.29457715816957253,0.7898989898989899,0.44210818469555446,0.3875249101202104,31.2,44.02499290175979,38.589607720214,0.31435114503816797,0.30246178329453294,0.26511944235261525,0.41055553636127773,0.4483921041600279,0.3930330083865875,0.3905343511450382,0.26885491848402926,0.235661726535658,0.36127350026587146,0.4336082145634871,0.3800743577995784,0.0,0.0,0.0,0.0,0.0,0.0,0.7618320610687023,0.33606864810503656,0.2945771581695725,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
deepsense-sector,0.05,0.8,opensemcom_receiver_only,5,0.19541984732824427,0.26446829013585765,0.23181667725767058,0.0029850746268656717,0.006674829783581462,0.005850746268656716,0.19694656488549617,0.2667062399011148,0.2337783267173657,0.5970149253731343,0.5450316309406034,0.47774128845494057,25.8,34.938517427046044,30.624960799974914,0.31664122137404577,0.2933768638912263,0.2571561593891023,0.31827794050927716,0.4046991737267327,0.3547344662532607,0.357557251908397,0.21336499192089184,0.18702266137389256,0.33548760790866056,0.44276520507865263,0.38810081387798095,0.0,0.0,0.0,0.0,0.0,0.0,0.8030534351145038,0.2667062399011148,0.2337783267173657,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
deepsense-sector,0.05,0.8,opensemcom_no_channel,5,0.19083969465648853,0.24929245485202947,0.21851447112815858,0.0035714285714285713,0.007985957062499249,0.007,0.19236641221374046,0.2510626561558035,0.22006612098420478,0.7964285714285715,0.4452842476716303,0.39030885206461813,25.2,32.88920795641026,28.828661848930828,0.3116030534351145,0.2761689217713839,0.24207273308262534,0.35195123326543365,0.3722488548656674,0.32629050765822554,0.3538931297709924,0.20085012492464283,0.17605289678736386,0.35040461344615387,0.4172835302757327,0.36576514111835084,0.0,0.0,0.0,0.0,0.0,0.0,0.8076335877862595,0.25106265615580353,0.2200661209842048,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
deepsense-sector,0.05,0.8,fixed_refine_all,5,0.004580152671755725,0.006827688480915388,0.005984732824427481,0.0,0.0,0.0,0.004580152671755725,0.006827688480915388,0.005984732824427481,0.4,0.5477225575051661,0.4800999895855029,0.6,0.8944271909999159,0.7839999999999999,0.10687022900763359,0.010241532721373086,0.008977099236641225,0.03854335063388071,0.05633574734246786,0.04938045976343641,0.20366412213740462,0.00546215078473231,0.004787786259541984,0.0217958966160405,0.0322960992562221,0.02830877915123726,0.0,0.0,0.0,0.0,0.0,0.0,0.9954198473282443,0.0068276884809154,0.00598473282442749,0.9114503816793892,0.017573838829345528,0.015404148913232435,0.8301420172806164,0.07897714275596121,0.06922651786944546,0.5744010377765967,0.2755593319124626,0.24153840401235188
deepsense-sector,0.05,0.8,deepjscc_pca,5,0.0030534351145038168,0.004181088225230276,0.0036648854166832284,0.0,0.0,0.0,0.0030534351145038168,0.004181088225230276,0.0036648854166832284,0.4,0.5477225575051661,0.4800999895855029,0.4,0.5477225575051661,0.4800999895855029,0.10183206106870228,0.0025086529351381576,0.0021989312500099297,0.029197080291970805,0.03997974872300483,0.03504379486025569,0.20244274809160306,0.00334487058018422,0.0029319083333465817,0.014814814814814814,0.020286020648339485,0.017781481095759364,0.0,0.0,0.0,0.0,0.0,0.0,0.9969465648854963,0.004181088225230283,0.0036648854166832345,0.8870229007633588,0.016549223960823492,0.014506034382497698,0.6469636872711229,0.07197558924596201,0.06308938562763296,0.8102478343195438,0.20448740475385171,0.17924111312827343
deepsense-sector,0.05,1.0,opensemcom_progressive,5,0.49770992366412214,0.30263108223770957,0.2652678394192363,0.017542194146957246,0.019824857179563147,0.017377253492709355,0.5099236641221374,0.3118299587883577,0.2733310102265165,0.7824578058530427,0.43774641961838073,0.3837016544601479,66.8,40.84972460127485,35.80636233967365,0.6848854961832062,0.38635359262905955,0.3386538554161768,0.6124621737637843,0.3516502038141348,0.308234993931784,0.7783206106870229,0.3953629597441436,0.3465509138791798,0.5518599664235422,0.3181985312970755,0.2789133101577752,0.12519083969465647,0.12433612531657015,0.1089854190805791,0.12519083969465647,0.12433612531657015,0.1089854190805791,0.4900763358778626,0.3118299587883577,0.2733310102265165,0.9145038167938931,0.0136553769618308,0.01196946564885498,0.8337111251088618,0.10027786147808214,0.08789742104209329,0.5110186025043688,0.2882992976289964,0.2527054763266409
deepsense-sector,0.05,1.0,ensemble_detector,5,0.32671755725190843,0.3009899561015755,0.26382932893601774,0.015425181278839817,0.02116803802044431,0.018554603409893313,0.33587786259541985,0.31045342607118714,0.27212442610080895,0.5845748187211601,0.5338753642516155,0.4679623895437967,44.0,40.66939881532551,35.64829981920596,0.4694656488549619,0.3414987686783058,0.29933686871088977,0.4565105287818622,0.41677647078577246,0.36532068387898137,0.4687022900763358,0.24836274085694968,0.21769954088064708,0.503764313367148,0.4600536318016972,0.4032547880496675,0.0,0.0,0.0,0.0,0.0,0.0,0.6641221374045803,0.3104534260711871,0.2721244261008089,0.9083969465648856,0.017902350228333672,0.015692101850484686,0.8367376580229244,0.07906540041293564,0.0693038791166931,0.5601055649331512,0.2931630566381154,0.2569687490687032
deepsense-sector,0.05,1.0,fixed_refine_all,5,0.2824427480916031,0.2628881734003445,0.23043164387193754,0.015515515515515516,0.021281573198667966,0.018654121381420807,0.2900763358778626,0.2703195604523019,0.23694554182513058,0.5844844844844845,0.5337952695952772,0.46789218348208367,38.0,35.41186241925155,31.039865979092113,0.5351145038167939,0.40547934067845287,0.355418312737696,0.3418154508995419,0.31223878346241235,0.27368936085324613,0.4320610687022901,0.2162556483618415,0.18955643346010448,0.4797206448865145,0.43902874776069734,0.38482566463525486,0.0,0.0,0.0,0.0,0.0,0.0,0.7099236641221374,0.2703195604523019,0.23694554182513058,0.9114503816793892,0.017573838829345528,0.015404148913232435,0.8301420172806164,0.07897714275596121,0.06922651786944546,0.5744010377765967,0.2755593319124626,0.24153840401235188
deepsense-sector,0.05,1.0,witt_context_style,5,0.2824427480916031,0.2628881734003445,0.23043164387193754,0.015515515515515516,0.021281573198667966,0.018654121381420807,0.2900763358778626,0.2703195604523019,0.23694554182513058,0.5844844844844845,0.5337952695952772,0.46789218348208367,38.0,35.41186241925155,31.039865979092113,0.4770992366412214,0.3514154285879924,0.3080292043726698,0.3871048443299807,0.3536348756563867,0.30997463550348753,0.4320610687022901,0.2162556483618415,0.18955643346010448,0.4797206448865145,0.43902874776069734,0.38482566463525486,0.0,0.0,0.0,0.0,0.0,0.0,0.7099236641221374,0.2703195604523019,0.23694554182513058,0.9114503816793892,0.017573838829345528,0.015404148913232435,0.8301420172806164,0.07897714275596121,0.06922651786944546,0.5744010377765967,0.2755593319124626,0.24153840401235188
deepsense-sector,0.05,1.0,opensemcom_receiver_only,5,0.233587786259542,0.3265801951380681,0.28626016244207564,0.010416666666666668,0.02329237476562281,0.020416666666666666,0.24122137404580152,0.34021317317961314,0.2982099945716451,0.5895833333333333,0.5386333335911876,0.4721329335520288,31.6,44.56792568652932,39.06550928888551,0.3653435114503817,0.3742344904975744,0.3280309940288096,0.31953192472382885,0.40641754461086355,0.3562406847433901,0.39297709923664126,0.2721705385436905,0.2385679956573161,0.3467731032002877,0.4588541707507597,0.40220341408273375,0.0,0.0,0.0,0.0,0.0,0.0,0.7587786259541984,0.34021317317961314,0.2982099945716451,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
deepsense-sector,0.05,1.0,dino_detector,5,0.23053435114503817,0.3214909761711121,0.2817992653335777,0.0101010101010101,0.0225865452272706,0.019797979797979797,0.2381679389312977,0.3360686481050366,0.29457715816957253,0.7898989898989899,0.44210818469555446,0.3875249101202104,31.2,44.02499290175979,38.589607720214,0.31435114503816797,0.30246178329453294,0.26511944235261525,0.41055553636127773,0.4483921041600279,0.3930330083865875,0.3905343511450382,0.26885491848402926,0.235661726535658,0.36127350026587146,0.4336082145634871,0.3800743577995784,0.0,0.0,0.0,0.0,0.0,0.0,0.7618320610687023,0.33606864810503656,0.2945771581695725,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
deepsense-sector,0.05,1.0,opensemcom_no_channel,5,0.23053435114503817,0.30455049693963393,0.26695028058543835,0.009411764705882352,0.021045345670586257,0.01844705882352941,0.23664122137404578,0.31441672254380104,0.27559840862928686,0.7905882352941177,0.4424217718664547,0.3877997813947643,31.0,41.188590653237945,36.10339153043658,0.3603053435114504,0.3458583947981812,0.30315824949221554,0.35666552507934346,0.37843085138595534,0.3317092665249897,0.3893129770992367,0.2515333780350409,0.2204787269034295,0.3674495582743587,0.44006386281177523,0.38573298298180225,0.0,0.0,0.0,0.0,0.0,0.0,0.7633587786259541,0.3144167225438011,0.2755984086292869,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
deepsense-sector,0.05,1.0,deepjscc_pca,5,0.0030534351145038168,0.004181088225230276,0.0036648854166832284,0.0,0.0,0.0,0.0030534351145038168,0.004181088225230276,0.0036648854166832284,0.4,0.5477225575051661,0.4800999895855029,0.4,0.5477225575051661,0.4800999895855029,0.10183206106870228,0.0025086529351381576,0.0021989312500099297,0.029197080291970805,0.03997974872300483,0.03504379486025569,0.20244274809160306,0.00334487058018422,0.0029319083333465817,0.014814814814814814,0.020286020648339485,0.017781481095759364,0.0,0.0,0.0,0.0,0.0,0.0,0.9969465648854963,0.004181088225230283,0.0036648854166832345,0.8870229007633588,0.016549223960823492,0.014506034382497698,0.6469636872711229,0.07197558924596201,0.06308938562763296,0.8102478343195438,0.20448740475385171,0.17924111312827343
full-open-extreme,0.05,0.3,opensemcom_progressive,5,0.059375,0.002226905127146754,0.0019519684075472378,0.019028251442044546,0.020154909093244442,0.017666556750626703,0.060546875,0.0025837415147115144,0.002264749291967822,0.9809717485579554,0.02015490909324442,0.017666556750626682,62.0,2.6457513110645907,2.3191032749750495,0.15449218750000002,0.0023253673632403593,0.0020382743627710364,0.3842407932691038,0.00992448638458748,0.00869919586950182,0.2484375,0.0020669932117692094,0.0018117994335742555,0.2389547088725509,0.0073532270599337,0.006445387699521047,0.0,0.0,0.0,0.0,0.0,0.0,0.939453125,0.0025837415147115144,0.002264749291967822,0.4359375,0.47435542090096827,0.4157908589189951,0.9984361687255863,0.001542895204402247,0.0013524072752071278,0.002173913043478261,0.004861017342390847,0.004260869565217391
full-open-extreme,0.05,0.3,dino_detector,5,0.0546875,0.004085254035810916,0.003580883045935999,0.046133764061902956,0.030388505691102286,0.02663669966829802,0.057421875,0.005322041638061997,0.004664975177662054,0.9538662359380969,0.03038850569110231,0.026636699668298045,58.8,5.449770637375485,4.776934581925944,0.1516796875,0.004789837474255793,0.004198477659895846,0.36018964579397195,0.016826576568599812,0.014749144662109779,0.2459375,0.004257633310449601,0.003731980142129647,0.22219947443123292,0.013105640973192945,0.01148760080906824,0.0,0.0,0.0,0.0,0.0,0.0,0.942578125,0.005322041638061997,0.004664975177662054,0.9572265625,0.009427748739177476,0.008263786125790798,0.9946464903121388,0.00533623143575954,0.004677413083739616,0.00654562828475872,0.005975512746528183,0.005237767859048167
full-open-extreme,0.05,0.3,fixed_refine_all,5,0.02890625,0.006275886333226417,0.005501056916381217,0.016693163751987282,0.02446213442516553,0.021442006216167885,0.0294921875,0.006849874186230539,0.0060041794525511555,0.9833068362480126,0.02446213442516553,0.021442006216167885,30.2,7.014271166700072,6.148279759412383,0.14423828125,0.01027481127934581,0.009006269178826734,0.1986717666908479,0.030874018583063996,0.02706227048180655,0.22359375000000004,0.0054798993489844254,0.004803343562040919,0.12878768933738055,0.025304143406354958,0.022180059629453006,0.0,0.0,0.0,0.0,0.0,0.0,0.9705078125,0.006849874186230539,0.0060041794525511555,0.9779296875,0.0032827609988225802,0.002877466884922939,0.9989637331089776,0.001093789556212662,0.0009587488179021691,0.0,0.0,0.0
full-open-extreme,0.05,0.3,witt_context_style,5,0.02890625,0.006275886333226417,0.005501056916381217,0.016693163751987282,0.02446213442516553,0.021442006216167885,0.0294921875,0.006849874186230539,0.0060041794525511555,0.9833068362480126,0.02446213442516553,0.021442006216167885,30.2,7.014271166700072,6.148279759412383,0.13833984375000002,0.008904836442099696,0.007805433288316497,0.20724860836798636,0.03349008089811866,0.02935535020438293,0.22359375000000004,0.0054798993489844254,0.004803343562040919,0.12878768933738055,0.025304143406354958,0.022180059629453006,0.0,0.0,0.0,0.0,0.0,0.0,0.9705078125,0.006849874186230539,0.0060041794525511555,0.9779296875,0.0032827609988225802,0.002877466884922939,0.9989637331089776,0.001093789556212662,0.0009587488179021691,0.0,0.0,0.0
full-open-extreme,0.05,0.3,ensemble_detector,5,0.028515625,0.007385808750464467,0.0064739468104617216,0.016408668730650156,0.023921292597005397,0.020967937451774086,0.0291015625,0.007975592573865398,0.006990915125154172,0.9835913312693499,0.023921292597005418,0.020967937451774103,29.8,8.167006795638168,7.158697088157872,0.13201171875,0.008773151831251947,0.007690006637669598,0.2136797604211432,0.04427616451141895,0.03880976934315464,0.22328125000000001,0.006380474059092321,0.00559273210012334,0.12702658923656893,0.03014875099023695,0.026426545407146493,0.0,0.0,0.0,0.0,0.0,0.0,0.9708984375,0.007975592573865398,0.006990915125154172,0.9791015625,0.0031341419015392994,0.002747196502445152,0.9988407352117932,0.0012015785535161223,0.001053230039779424,0.0,0.0,0.0
full-open-extreme,0.05,0.3,opensemcom_no_channel,5,0.0248046875,0.004290211452439218,0.0037605361426368616,0.015362318840579708,0.021339318631079376,0.018704737484627525,0.0251953125,0.004334441605697685,0.0037993055813385986,0.9846376811594203,0.021339318631079365,0.018704737484627514,25.8,4.43846820423443,3.890488915290725,0.12771484375,0.004767885766267449,0.004179236139472454,0.19344625866105966,0.02618940697256651,0.022956027358177748,0.22015625,0.0034675532845581483,0.0030394444650708786,0.11244803633958253,0.017659262854632735,0.015479026372794346,0.0,0.0,0.0,0.0,0.0,0.0,0.9748046875,0.004334441605697685,0.0037993055813385986,0.0896484375,0.00043673202685542766,0.00038281249999999996,0.9986950789700348,0.0007874518392129022,0.0006902319698630152,0.0,0.0,0.0
full-open-extreme,0.05,0.3,opensemcom_receiver_only,5,0.02265625,0.0054547812670972425,0.004781326592523773,0.022483766233766234,0.021157679966667765,0.018545524175448604,0.0232421875,0.005875628498629423,0.005150215455520405,0.9775162337662338,0.021157679966667755,0.018545524175448594,23.8,6.016643582596529,5.273820626452895,0.12556640624999998,0.006463191348492367,0.005665237001072446,0.17905307763417996,0.033548460870099196,0.029406522506045148,0.21859375,0.004700502798903539,0.0041201723644163244,0.10325830487931682,0.02254019407759004,0.019757351223943564,0.0,0.0,0.0,0.0,0.0,0.0,0.9767578125,0.005875628498629423,0.005150215455520405,0.089453125,0.0005348853100636387,0.00046884764607959265,0.9988001801665252,0.0009017036727571561,0.0007903781174757207,0.0,0.0,0.0
full-open-extreme,0.05,0.3,deepjscc_pca,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9072265625,0.010472466108167586,0.009179521275090752,0.9111485270180184,0.020085436060592925,0.017605660952570854,0.39190736853658203,0.09990690920535487,0.0875722670387886
full-open-extreme,0.05,0.45,opensemcom_progressive,5,0.087890625,0.0009765625,0.0008559947726366382,0.048124510158557905,0.02358940784402177,0.020677027639374176,0.0923828125,0.002638526579317636,0.002312770518383336,0.951875489841442,0.023589407844021772,0.02067702763937418,94.6,2.701851217221259,2.368277010824536,0.18314453125,0.0023746739213858694,0.0020814934665449995,0.47993185632984375,0.005511901558507516,0.004831394735483057,0.27390624999999996,0.002110821263454103,0.0018502164147066638,0.32088154517535117,0.002999745871187604,0.0026293931878143256,0.0,0.0,0.0,0.0,0.0,0.0,0.9076171875,0.002638526579317636,0.002312770518383336,0.2603515625,0.3818132086425839,0.3346740333789941,0.9988096719979078,0.0009016819266521274,0.0007903590561742373,0.0,0.0,0.0
full-open-extreme,0.05,0.45,opensemcom_receiver_only,5,0.082421875,0.0016341016143243663,0.0014323532183743994,0.025219114109156095,0.016877827284879833,0.014794067895624869,0.0845703125,0.00202504310091091,0.0017750285401534744,0.9747808858908439,0.016877827284879847,0.01479406789562488,86.6,2.073644135332772,1.8176292251171577,0.19302734375000002,0.002227547411002001,0.0019525313941688215,0.42698656341080854,0.006082064503875589,0.005331164592288104,0.26765625000000004,0.0016200344807287257,0.0014200228321227773,0.3079275626956078,0.0049519738904133,0.0043405964947731464,0.0,0.0,0.0,0.0,0.0,0.0,0.9154296875,0.00202504310091091,0.0017750285401534744,0.089453125,0.0005348853100636387,0.00046884764607959265,0.9988001801665252,0.0009017036727571561,0.0007903781174757207,0.0,0.0,0.0
full-open-extreme,0.05,0.45,dino_detector,5,0.0818359375,0.0029620607203326367,0.002596360696665141,0.07169818236755357,0.03484638810380007,0.030544205887611288,0.08828125,0.005240784322265132,0.00459375,0.9283018176324465,0.0348463881038001,0.030544205887611312,90.4,5.366563145999495,4.704,0.179453125,0.004716705890038619,0.004134375,0.4560084307097549,0.010297291503191341,0.009025973963824596,0.270625,0.004192627457812107,0.003675000000000001,0.30234766156532467,0.007807330197613838,0.006843426649503351,0.0,0.0,0.0,0.0,0.0,0.0,0.91171875,0.005240784322265132,0.00459375,0.9572265625,0.009427748739177476,0.008263786125790798,0.9946464903121388,0.00533623143575954,0.004677413083739616,0.00654562828475872,0.005975512746528183,0.005237767859048167
full-open-extreme,0.05,0.45,opensemcom_no_channel,5,0.0818359375,0.00043673202685542766,0.00038281249999999996,0.027535175329882627,0.0172781687908992,0.015144982697721056,0.0841796875,0.0018784554747725923,0.0016465388206448777,0.9724648246701175,0.01727816879089918,0.015144982697721037,86.2,1.9235384061671346,1.6860557523403548,0.19259765624999997,0.0020663010222498526,0.0018111927027093663,0.42492737999930885,0.002599143622664844,0.002278249834836952,0.26734375,0.0015027643798180604,0.0013172310565158904,0.3061084395196971,0.0006320170074416475,0.0005539873326976015,0.0,0.0,0.0,0.0,0.0,0.0,0.9158203125,0.0018784554747725923,0.0016465388206448777,0.0896484375,0.00043673202685542766,0.00038281249999999996,0.9986950789700348,0.0007874518392129022,0.0006902319698630152,0.0,0.0,0.0
